Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,tissue_type
SRR1146213,RNA-Seq,79,3829400812,PRJNA236547,SAMN02598058,2934571510,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451438,GSM1315751,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315751,normal_skin,SRP035988,normal skin
SRR1146214,RNA-Seq,79,4813063861,PRJNA236547,SAMN02598061,2770585737,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451439,GSM1315752,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315752,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146215,RNA-Seq,79,3393953681,PRJNA236547,SAMN02598071,2571781182,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451440,GSM1315753,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315753,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146216,RNA-Seq,79,2429395992,PRJNA236547,SAMN02598068,1538923992,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451441,GSM1315754,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315754,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146217,RNA-Seq,79,4079728349,PRJNA236547,SAMN02598068,3227772748,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451441,GSM1315754,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315754,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146218,RNA-Seq,79,3334083057,PRJNA236547,SAMN02598064,1998960579,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451442,GSM1315755,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315755,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146219,RNA-Seq,79,3881493412,PRJNA236547,SAMN02598072,1787239814,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451443,GSM1315756,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315756,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146220,RNA-Seq,79,3093686768,PRJNA236547,SAMN02598076,1431016830,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451444,GSM1315757,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315757,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146221,RNA-Seq,79,3892251158,PRJNA236547,SAMN02598066,1787787667,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451445,GSM1315758,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315758,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146222,RNA-Seq,79,3335451100,PRJNA236547,SAMN02598074,2676528720,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451446,GSM1315759,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315759,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146223,RNA-Seq,79,3179157263,PRJNA236547,SAMN02598075,1906389198,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451447,GSM1315760,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315760,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146224,RNA-Seq,79,2367542231,PRJNA236547,SAMN02598069,1406019678,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451448,GSM1315761,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315761,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146225,RNA-Seq,79,3999232879,PRJNA236547,SAMN02598077,2451251191,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451449,GSM1315762,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315762,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146226,RNA-Seq,79,4218696854,PRJNA236547,SAMN02598070,3366306864,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451450,GSM1315763,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315763,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146227,RNA-Seq,79,3399318334,PRJNA236547,SAMN02598073,2684509057,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451451,GSM1315764,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315764,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146228,RNA-Seq,79,3291403860,PRJNA236547,SAMN02597989,1537272821,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451452,GSM1315765,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315765,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146229,RNA-Seq,79,2943249833,PRJNA236547,SAMN02598000,2201212448,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451453,GSM1315766,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315766,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146230,RNA-Seq,79,3805012090,PRJNA236547,SAMN02597997,3042922774,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451454,GSM1315767,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315767,normal_skin,SRP035988,normal skin
SRR1146231,RNA-Seq,79,3906825947,PRJNA236547,SAMN02597996,2988637314,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451455,GSM1315768,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315768,normal_skin,SRP035988,normal skin
SRR1146232,RNA-Seq,79,3298441891,PRJNA236547,SAMN02597996,1587480019,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451455,GSM1315768,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315768,normal_skin,SRP035988,normal skin
SRR1146233,RNA-Seq,79,3558000657,PRJNA236547,SAMN02597991,2707385722,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451456,GSM1315769,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315769,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146234,RNA-Seq,79,3105626196,PRJNA236547,SAMN02597998,2359871455,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451457,GSM1315770,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315770,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146235,RNA-Seq,79,3383863722,PRJNA236547,SAMN02597994,2566784869,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451458,GSM1315771,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315771,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146236,RNA-Seq,79,3718784775,PRJNA236547,SAMN02598003,2841982554,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451459,GSM1315772,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315772,normal_skin,SRP035988,normal skin
SRR1146237,RNA-Seq,79,3481579770,PRJNA236547,SAMN02597999,2674802613,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451460,GSM1315773,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315773,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146238,RNA-Seq,79,2086606855,PRJNA236547,SAMN02597993,1242791791,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451461,GSM1315774,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315774,normal_skin,SRP035988,normal skin
SRR1146239,RNA-Seq,79,2198286864,PRJNA236547,SAMN02598005,1309172589,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451462,GSM1315775,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315775,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146240,RNA-Seq,79,2481042874,PRJNA236547,SAMN02598002,1838853116,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451463,GSM1315776,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315776,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146241,RNA-Seq,79,2808651924,PRJNA236547,SAMN02598001,2099793324,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451464,GSM1315777,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315777,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146242,RNA-Seq,79,4190184174,PRJNA236547,SAMN02598006,3335199631,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451465,GSM1315778,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315778,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146243,RNA-Seq,74,3158343088,PRJNA236547,SAMN02598009,2539770720,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451466,GSM1315779,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315779,normal_skin,SRP035988,normal skin
SRR1146244,RNA-Seq,74,3363791138,PRJNA236547,SAMN02598011,2726588780,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451467,GSM1315780,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315780,normal_skin,SRP035988,normal skin
SRR1146245,RNA-Seq,74,3515454138,PRJNA236547,SAMN02598008,2839845043,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451468,GSM1315781,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315781,normal_skin,SRP035988,normal skin
SRR1146246,RNA-Seq,74,3152990668,PRJNA236547,SAMN02598013,2539438517,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451469,GSM1315782,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315782,normal_skin,SRP035988,normal skin
SRR1146247,RNA-Seq,79,4008050227,PRJNA236547,SAMN02598012,3162982010,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451470,GSM1315783,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315783,normal_skin,SRP035988,normal skin
SRR1146248,RNA-Seq,79,3259967469,PRJNA236547,SAMN02598004,2611142655,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451471,GSM1315784,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315784,normal_skin,SRP035988,normal skin
SRR1146249,RNA-Seq,79,3146936560,PRJNA236547,SAMN02598017,2520025473,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451472,GSM1315785,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315785,normal_skin,SRP035988,normal skin
SRR1146250,RNA-Seq,79,4180544041,PRJNA236547,SAMN02598020,3259596035,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451473,GSM1315786,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315786,normal_skin,SRP035988,normal skin
SRR1146251,RNA-Seq,79,3250657161,PRJNA236547,SAMN02598007,2604830415,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451474,GSM1315787,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315787,normal_skin,SRP035988,normal skin
SRR1146252,RNA-Seq,79,3633222008,PRJNA236547,SAMN02598010,2902144629,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451475,GSM1315788,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315788,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146253,RNA-Seq,79,3488538959,PRJNA236547,SAMN02598022,2793179205,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451476,GSM1315789,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315789,Psoriasis_skin,SRP035988,lesional psoriatic skin
SRR1146254,RNA-Seq,79,4462651382,PRJNA236547,SAMN02598015,3509006007,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX451477,GSM1315790,Illumina Genome Analyzer,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-01-31T00:00:00Z,GSM1315790,Psoriasis_skin,SRP035988,lesional psoriatic skin
