!Sample_title	!Sample_geo_accession	!Sample_status	!Sample_submission_date	!Sample_last_update_date	!Sample_type	!Sample_channel_count	!Sample_source_name_ch1	!Sample_organism_ch1	!Sample_characteristics_ch1	!Sample_characteristics_ch1	!Sample_molecule_ch1	!Sample_extract_protocol_ch1	!Sample_extract_protocol_ch1	!Sample_taxid_ch1	!Sample_data_processing	!Sample_data_processing	!Sample_data_processing	!Sample_data_processing	!Sample_data_processing	!Sample_data_processing	!Sample_platform_id	!Sample_contact_name	!Sample_contact_email	!Sample_contact_department	!Sample_contact_institute	!Sample_contact_address	!Sample_contact_city	!Sample_contact_zip/postal_code	!Sample_contact_country	!Sample_data_row_count	!Sample_instrument_model	!Sample_library_selection	!Sample_library_source	!Sample_library_strategy	!Sample_relation	!Sample_relation	!Sample_supplementary_file_1	!series_matrix_table_begin	ID_REF	!Sample	sample id	group
normal colon AMC_21-2	GSM1228216	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	normal colon	Homo sapiens	tissue: normal-looking surrounding colonic epithelium	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353268	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347919	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228216/suppl/GSM1228216_AMC_21.2_FPKM.txt.gz		GSM1228216	normal colon AMC	21	2
normal colon AMC_22-2	GSM1228217	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	normal colon	Homo sapiens	tissue: normal-looking surrounding colonic epithelium	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353243	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347920	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228217/suppl/GSM1228217_AMC_22.2_FPKM.txt.gz		GSM1228217	normal colon AMC	22	2
normal colon AMC_23-2	GSM1228218	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	normal colon	Homo sapiens	tissue: normal-looking surrounding colonic epithelium	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353250	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347921	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228218/suppl/GSM1228218_AMC_23.2_FPKM.txt.gz		GSM1228218	normal colon AMC	23	2
normal colon AMC_24-2	GSM1228219	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	normal colon	Homo sapiens	tissue: normal-looking surrounding colonic epithelium	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353275	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347922	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228219/suppl/GSM1228219_AMC_24.2_FPKM.txt.gz		GSM1228219	normal colon AMC	24	2
metastasized cancer AMC_2-3	GSM1228220	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	metastasized cancer	Homo sapiens	tissue: metastatic colorectal cancer to the liver	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	"Base calling was performed by Illumina Genome Studio(V2010.1)."	"A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/)."	"To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2."	"The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2)."	"Genome_build: hg19"	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353246	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347923	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228220/suppl/GSM1228220_AMC_2.3_FPKM.txt.gz		GSM1228220	metastasized cancer AMC	2	3
metastasized cancer AMC_3-3	GSM1228221	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	metastasized cancer	Homo sapiens	tissue: metastatic colorectal cancer to the liver	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353261	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347924	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228221/suppl/GSM1228221_AMC_3.3_FPKM.txt.gz		GSM1228221	metastasized cancer AMC	3	3
metastasized cancer AMC_5-3	GSM1228222	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	metastasized cancer	Homo sapiens	tissue: metastatic colorectal cancer to the liver	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353278	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347925	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228222/suppl/GSM1228222_AMC_5.3_FPKM.txt.gz		GSM1228222	metastasized cancer AMC	5	3
metastasized cancer AMC_6-3	GSM1228223	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	metastasized cancer	Homo sapiens	tissue: metastatic colorectal cancer to the liver	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353244	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347926	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228223/suppl/GSM1228223_AMC_6.3_FPKM.txt.gz		GSM1228223	metastasized cancer AMC	6	3
metastasized cancer AMC_7-3	GSM1228224	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	metastasized cancer	Homo sapiens	tissue: metastatic colorectal cancer to the liver	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353249	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347927	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228224/suppl/GSM1228224_AMC_7.3_FPKM.txt.gz		GSM1228224	metastasized cancer AMC	7	3
metastasized cancer AMC_8-3	GSM1228225	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	metastasized cancer	Homo sapiens	tissue: metastatic colorectal cancer to the liver	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353276	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347928	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228225/suppl/GSM1228225_AMC_8.3_FPKM.txt.gz		GSM1228225	metastasized cancer AMC	8	3
metastasized cancer AMC_9-3	GSM1228226	Public on Aug 31 2014	Sep 11 2013	May 15 2019	SRA	1	metastasized cancer	Homo sapiens	tissue: metastatic colorectal cancer to the liver	ajcc stage: Stage IV	total RNA	Total RNA was isolated by RNeasy Mini Kit (Qiagen, CA, USA), according to the manufacturer's protocol. The quality and integrity of the RNA were confirmed by agarose gel electrophoresis and ethidium bromide staining, followed by visual examination under ultraviolet light.	Sequencing library was prepared using TruSeq RNA Sample Preparation kit v2 (Illumina, CA, USA) according to the manufacturer’s protocols. Briefly, mRNA was purified from total RNA using poly-T oligo-attached magnetic beads, fragmented, and converted into cDNAs. Then, adapters were ligated and the fragments were amplified on a PCR.	9606	Base calling was performed by Illumina Genome Studio(V2010.1).	A reference genome sequence data of Homo sapiens was obtained from University of California Santa Cruz (UCSC) Genome Browser Gateway (assembly ID: hg19). Reference genome index was built by using bowtie2-build component of Bowtie2 (ver. 2.0, http://bowtie-bio.sourceforge.net/bowtie2) and SAMtools (ver. 0.1.18, http://samtools.sourceforge.net/).	To estimate average and standard deviation of fragment size of paired-end reads, reference transcriptome was generated by MakeTranscriptome component of USeq tool (ver. 8.4.4, http://useq.sourceforge.net/). Then, generated reference transcriptome was indexed by Novoindex followed by reads mapping to transcriptome and measurements of average and standard deviation of fragment size in paired-end reads using Novoalign provided by Novocraft software (ver. 2.8.3, http://www.novocraft.com/). Tophat2 was applied to tissue samples for mapping reads to reference genome and estimated average and standard deviation of fragment size of each sample were used as parameters of Tophat2.	The fragments  per  kilobase  of  transcript  per  million  fragments  mapped (FPKM) of each sample was estimated by Cufflinks software (V2.0.2).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text format with FPFM values	GPL11154	Seon-Kyu,,Kim	seonkyu@kribb.re.kr	Personalized Genomic Medicine Research Center	Korea Research Institutue of Bioscience & Biotechnology	125 Gwahak-ro, Yuseong-gu, Daejeon 305-806, Korea	Daejeon	305-806	South Korea	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN02353245	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX347929	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1228nnn/GSM1228226/suppl/GSM1228226_AMC_9.3_FPKM.txt.gz		GSM1228226	metastasized cancer AMC	9	3
