Run;Assay Type;AvgSpotLen;Bases;BioProject;BioSample;Bytes;Cell_Line;Center Name;Consent;DATASTORE filetype;DATASTORE provider;DATASTORE region;disease_state;Experiment;genome_build;GEO_Accession (exp);Instrument;LibraryLayout;LibrarySelection;LibrarySource;Organism;Platform;ReleaseDate;Sample Name;source_name;SRA Study;Tissue
SRR10961318;RNA-Seq;150;1179173550;PRJNA603068;SAMN13916509;464229388;999;GEO;public;sra,fastq;s3,gs;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626981;GRCh38;GSM4282838;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282838;HSN1 999 SENSORY NEURONS;SRP244622;Differentiated sensory neurons late
SRR10961319;RNA-Seq;150;1184822550;PRJNA603068;SAMN13916509;467630423;999;GEO;public;fastq,sra;s3,gs;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626981;GRCh38;GSM4282838;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282838;HSN1 999 SENSORY NEURONS;SRP244622;Differentiated sensory neurons late
SRR10961320;RNA-Seq;150;1182113850;PRJNA603068;SAMN13916509;468429187;999;GEO;public;sra,fastq;s3,gs;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626981;GRCh38;GSM4282838;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282838;HSN1 999 SENSORY NEURONS;SRP244622;Differentiated sensory neurons late
SRR10961321;RNA-Seq;150;1380514950;PRJNA603068;SAMN13916508;576884854;997;GEO;public;fastq,sra;gs,s3,ncbi;s3.us-east-1,ncbi.public,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626982;GRCh38;GSM4282839;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282839;HSN1 997 SENSORY NEURONS SERINE TREATED;SRP244622;Differentiated sensory neurons late plus serine treatment
SRR10961322;RNA-Seq;150;1673315100;PRJNA603068;SAMN13916508;649557580;997;GEO;public;sra,fastq;gs,s3;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626982;GRCh38;GSM4282839;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282839;HSN1 997 SENSORY NEURONS SERINE TREATED;SRP244622;Differentiated sensory neurons late plus serine treatment
SRR10961323;RNA-Seq;150;1679193750;PRJNA603068;SAMN13916508;653203376;997;GEO;public;fastq,sra;s3,gs;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626982;GRCh38;GSM4282839;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282839;HSN1 997 SENSORY NEURONS SERINE TREATED;SRP244622;Differentiated sensory neurons late plus serine treatment
SRR10961324;RNA-Seq;150;1679118450;PRJNA603068;SAMN13916508;655754055;997;GEO;public;sra,fastq;gs,s3;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626982;GRCh38;GSM4282839;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282839;HSN1 997 SENSORY NEURONS SERINE TREATED;SRP244622;Differentiated sensory neurons late plus serine treatment
SRR10961325;RNA-Seq;150;1267606500;PRJNA603068;SAMN13916507;533291258;998;GEO;public;sra,fastq;s3,gs;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626983;GRCh38;GSM4282840;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282840;HSN1 998 SENSORY NEURONS SERINE TREATED;SRP244622;Differentiated sensory neurons late plus serine treatment
SRR10961326;RNA-Seq;150;1535317350;PRJNA603068;SAMN13916507;597788068;998;GEO;public;fastq,sra;gs,s3;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626983;GRCh38;GSM4282840;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282840;HSN1 998 SENSORY NEURONS SERINE TREATED;SRP244622;Differentiated sensory neurons late plus serine treatment
SRR10961327;RNA-Seq;150;1541665650;PRJNA603068;SAMN13916507;601400679;998;GEO;public;fastq,sra;ncbi,s3,gs;s3.us-east-1,ncbi.public,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626983;GRCh38;GSM4282840;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282840;HSN1 998 SENSORY NEURONS SERINE TREATED;SRP244622;Differentiated sensory neurons late plus serine treatment
SRR10961328;RNA-Seq;150;1538640750;PRJNA603068;SAMN13916507;602777135;998;GEO;public;fastq,sra;s3,ncbi,gs;gs.US,ncbi.public,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626983;GRCh38;GSM4282840;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282840;HSN1 998 SENSORY NEURONS SERINE TREATED;SRP244622;Differentiated sensory neurons late plus serine treatment
SRR10961329;RNA-Seq;150;1303217250;PRJNA603068;SAMN13916506;551079583;999;GEO;public;sra,fastq;s3,gs;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626984;GRCh38;GSM4282841;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282841;HSN1 999 SENSORY NEURONS SERINE TREATED;SRP244622;Differentiated sensory neurons late plus serine treatment
SRR10961330;RNA-Seq;150;1595169300;PRJNA603068;SAMN13916506;623362294;999;GEO;public;fastq,sra;gs,s3;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626984;GRCh38;GSM4282841;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282841;HSN1 999 SENSORY NEURONS SERINE TREATED;SRP244622;Differentiated sensory neurons late plus serine treatment
SRR10961331;RNA-Seq;150;1601447400;PRJNA603068;SAMN13916506;627011838;999;GEO;public;sra,fastq;gs,s3;s3.us-east-1,gs.US;Hereditary sensory neuropathy type 1 (HSN1);SRX7626984;GRCh38;GSM4282841;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282841;HSN1 999 SENSORY NEURONS SERINE TREATED;SRP244622;Differentiated sensory neurons late plus serine treatment
SRR10961332;RNA-Seq;150;1599012900;PRJNA603068;SAMN13916506;628595501;999;GEO;public;fastq,sra;gs,s3;gs.US,s3.us-east-1;Hereditary sensory neuropathy type 1 (HSN1);SRX7626984;GRCh38;GSM4282841;Illumina HiSeq 4000;PAIRED;cDNA;TRANSCRIPTOMIC;Homo sapiens;ILLUMINA;2020-03-25T00:00:00Z;GSM4282841;HSN1 999 SENSORY NEURONS SERINE TREATED;SRP244622;Differentiated sensory neurons late plus serine treatment
