Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,differentiation_status,disease_state,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,RNA_Isolation_Method,Sample Name,sex,source_name,SRA Study
SRR15254351,RNA-Seq,100,525693600,PRJNA749873,SAMN20423264,190846270,NASH explant liver,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",direct RNA isolation from liver,cirrhotic NASH human liver,SRX11559739,GSM5474316,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474316,male,NASH6 male liver explant,SRP329969
SRR15254352,RNA-Seq,100,520962200,PRJNA749873,SAMN20423264,190746253,NASH explant liver,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",direct RNA isolation from liver,cirrhotic NASH human liver,SRX11559739,GSM5474316,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474316,male,NASH6 male liver explant,SRP329969
SRR15254353,RNA-Seq,100,534374400,PRJNA749873,SAMN20423264,193031678,NASH explant liver,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",direct RNA isolation from liver,cirrhotic NASH human liver,SRX11559739,GSM5474316,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474316,male,NASH6 male liver explant,SRP329969
SRR15254354,RNA-Seq,100,421791300,PRJNA749873,SAMN20423263,155514391,NASH explant liver,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",direct RNA isolation from liver,cirrhotic NASH human liver,SRX11559740,GSM5474317,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474317,male,NASH6 male liver explant,SRP329969
SRR15254356,RNA-Seq,100,431078200,PRJNA749873,SAMN20423263,158191562,NASH explant liver,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",direct RNA isolation from liver,cirrhotic NASH human liver,SRX11559740,GSM5474317,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474317,male,NASH6 male liver explant,SRP329969
SRR15254357,RNA-Seq,100,851052700,PRJNA749873,SAMN20423262,316558205,NASH explant liver,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",direct RNA isolation from liver,cirrhotic NASH human liver,SRX11559741,GSM5474318,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474318,male,NASH6 male liver explant,SRP329969
SRR15254358,RNA-Seq,100,847217600,PRJNA749873,SAMN20423262,317739524,NASH explant liver,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",direct RNA isolation from liver,cirrhotic NASH human liver,SRX11559741,GSM5474318,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474318,male,NASH6 male liver explant,SRP329969
SRR15254359,RNA-Seq,100,876811700,PRJNA749873,SAMN20423262,324999354,NASH explant liver,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",direct RNA isolation from liver,cirrhotic NASH human liver,SRX11559741,GSM5474318,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474318,male,NASH6 male liver explant,SRP329969
SRR15254314,RNA-Seq,100,401993300,PRJNA749873,SAMN20423254,144549640,hepatic organoids,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559726,GSM5474303,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474303,female,NASH5 female liver explant,SRP329969
SRR15254326,RNA-Seq,100,386241000,PRJNA749873,SAMN20423292,139145161,hepatic organoids,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,alcoholic cirrhosis human liver,SRX11559730,GSM5474307,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474307,female,AC alcoholic cirrhosis female liver explant,SRP329969
SRR15254264,RNA-Seq,100,670452400,PRJNA749873,SAMN20423274,241870813,hepatic organoids,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,healthy human liver,SRX11559710,GSM5474287,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474287,male,"MLD healthy male liver\, living donor",SRP329969
SRR15254265,RNA-Seq,100,664865500,PRJNA749873,SAMN20423274,241808709,hepatic organoids,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,healthy human liver,SRX11559710,GSM5474287,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474287,male,"MLD healthy male liver\, living donor",SRP329969
SRR15254244,RNA-Seq,100,795479200,PRJNA749873,SAMN20423281,293277373,hepatic organoids,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,healthy human liver,SRX11559703,GSM5474280,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474280,female,"FDD healthy female liver\, living donor",SRP329969
SRR15254272,RNA-Seq,100,890902000,PRJNA749873,SAMN20423272,319647146,hepatic organoids,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559712,GSM5474289,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474289,male,NASH1 male liver explant,SRP329969
SRR15254291,RNA-Seq,100,467231400,PRJNA749873,SAMN20423258,173020650,hepatic organoids,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559719,GSM5474296,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474296,male,NASH3 male liver explant,SRP329969
SRR15254313,RNA-Seq,100,390076100,PRJNA749873,SAMN20423254,142127244,hepatic organoids,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559726,GSM5474303,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474303,female,NASH5 female liver explant,SRP329969
SRR15254240,RNA-Seq,100,792466800,PRJNA749873,SAMN20423282,287615172,hepatic organoids,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,healthy human liver,SRX11559702,GSM5474279,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474279,female,"FDD healthy female liver\, deceased donor",SRP329969
SRR15254247,RNA-Seq,100,876713600,PRJNA749873,SAMN20423280,322299362,hepatic organoids,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,healthy human liver,SRX11559704,GSM5474281,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474281,female,"FDD healthy female liver\, living donor",SRP329969
SRR15254268,RNA-Seq,100,648339000,PRJNA749873,SAMN20423273,236131199,hepatic organoids,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",12d hepatic differentiation of biliary organoids,healthy human liver,SRX11559711,GSM5474288,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474288,male,"MLD healthy male liver\, living donor",SRP329969
SRR15254305,RNA-Seq,100,376707700,PRJNA749873,SAMN20423294,134467043,hepatic organoids,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559723,GSM5474300,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474300,male,NASH4 male liver explant,SRP329969
SRR15254346,RNA-Seq,100,420235800,PRJNA749873,SAMN20423266,154385296,NASH explant liver,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",direct RNA isolation from liver,cirrhotic NASH human liver,SRX11559737,GSM5474314,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474314,female,NASH5 female liver explant,SRP329969
SRR15254355,RNA-Seq,100,419595300,PRJNA749873,SAMN20423263,156013072,NASH explant liver,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",direct RNA isolation from liver,cirrhotic NASH human liver,SRX11559740,GSM5474317,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474317,male,NASH6 male liver explant,SRP329969
SRR15254300,RNA-Seq,100,338918500,PRJNA749873,SAMN20423295,122446170,hepatic organoids,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559722,GSM5474299,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474299,male,NASH4 male liver explant,SRP329969
SRR15254309,RNA-Seq,100,256122800,PRJNA749873,SAMN20423255,92405527,hepatic organoids,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559725,GSM5474302,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474302,female,NASH5 female liver explant,SRP329969
SRR15254318,RNA-Seq,100,537083400,PRJNA749873,SAMN20423252,194192643,hepatic organoids,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cirrhotic NASH human liver,SRX11559728,GSM5474305,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474305,male,NASH6 male liver explant,SRP329969
SRR15254334,RNA-Seq,100,658627800,PRJNA749873,SAMN20423289,240155789,hepatic organoids,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",12d hepatic differentiation of biliary organoids,cystic fibropsis human liver,SRX11559733,GSM5474310,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-30T00:00:00Z,total RNA isolated by TRIZOL procedure,GSM5474310,female,CF cystic fibropsis female liver explant,SRP329969
