Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,subject_status,tumor/non-tumor,AssemblyName,GEO_Accession (exp),intentional_duplicate (run),Library Name
SRR10969315,RNA-Seq,263,16470401665,PRJNA603277,SAMN13927154,2370596056,GEO,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX7634866,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284735,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284735,,
SRR10969316,RNA-Seq,276,16270958969,PRJNA603277,SAMN13927153,2521390084,GEO,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX7634867,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284736,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284736,,
SRR10969317,RNA-Seq,272,15508931697,PRJNA603277,SAMN13927152,2394803949,GEO,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX7634868,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284737,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284737,,
SRR10969318,RNA-Seq,278,14086517818,PRJNA603277,SAMN13927151,2080446118,GEO,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX7634869,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284738,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284738,,
SRR10969319,RNA-Seq,274,19458728275,PRJNA603277,SAMN13927150,3405961986,GEO,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX7634870,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284739,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284739,,
SRR10969320,RNA-Seq,274,12841592532,PRJNA603277,SAMN13927149,1956059056,GEO,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX7634871,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284740,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284740,,
SRR10969321,RNA-Seq,274,14933057678,PRJNA603277,SAMN13927148,2163251503,GEO,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX7634872,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284741,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284741,,
SRR10969322,RNA-Seq,269,21310817955,PRJNA603277,SAMN13927147,4206427947,GEO,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX7634873,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284742,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284742,,
SRR10969323,RNA-Seq,263,16691183811,PRJNA603277,SAMN13927146,2576361594,GEO,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX7634874,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284743,liver tissue,SRP245346,hepatocellular carcinoma patient,tumor,GCF_000001405.29,GSM4284743,,
SRR10969324,RNA-Seq,273,14081349001,PRJNA603277,SAMN13927145,2464809894,GEO,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX7634875,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-08-04T00:00:00Z,GSM4284744,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,GCF_000001405.29,GSM4284744,,
SRR14511012,RNA-Seq,302,604,PRJNA603277,SAMN13927106,78966,NCBI,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX10856826,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-30T00:00:00Z,GSM4284696,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,,,,HDV_51B
SRR14511013,RNA-Seq,302,302,PRJNA603277,SAMN13927180,77495,NCBI,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX10856825,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-06-30T00:00:00Z,GSM4284684,liver tissue,SRP245346,hepatocellular carcinoma patient,non-tumor,,,,HDV_46B
