Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_subset,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease_state,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR3924273,RNA-Seq,50,277348700,PRJNA329186,SAMN05392610,126742262,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950687,GSM2236312,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236312,Cryopreserved PBMC,SRP078560
SRR3924234,RNA-Seq,50,275221500,PRJNA329186,SAMN05392606,126022943,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950677,GSM2236302,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236302,Cryopreserved PBMC,SRP078560
SRR3924137,RNA-Seq,50,300734350,PRJNA329186,SAMN05392616,138977771,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950653,GSM2236278,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236278,Cryopreserved PBMC,SRP078560
SRR3924202,RNA-Seq,50,232585000,PRJNA329186,SAMN05392632,108595384,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950669,GSM2236294,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236294,Cryopreserved PBMC,SRP078560
SRR3924216,RNA-Seq,50,255687200,PRJNA329186,SAMN05392636,118196257,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950673,GSM2236298,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236298,Cryopreserved PBMC,SRP078560
SRR3924251,RNA-Seq,50,483535300,PRJNA329186,SAMN05392602,221054300,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950681,GSM2236306,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236306,Cryopreserved PBMC,SRP078560
SRR3924257,RNA-Seq,50,258031050,PRJNA329186,SAMN05392604,118387876,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950683,GSM2236308,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236308,Cryopreserved PBMC,SRP078560
SRR3924243,RNA-Seq,50,261959500,PRJNA329186,SAMN05392600,120026322,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950679,GSM2236304,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236304,Cryopreserved PBMC,SRP078560
SRR3924161,RNA-Seq,50,363883300,PRJNA329186,SAMN05392622,165745035,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950659,GSM2236284,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236284,Cryopreserved PBMC,SRP078560
SRR3924210,RNA-Seq,50,138770350,PRJNA329186,SAMN05392634,71467484,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950671,GSM2236296,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236296,Cryopreserved PBMC,SRP078560
SRR3924130,RNA-Seq,50,262601500,PRJNA329186,SAMN05392614,123975373,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950651,GSM2236276,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236276,Cryopreserved PBMC,SRP078560
SRR3924139,RNA-Seq,50,307934750,PRJNA329186,SAMN05392616,142540724,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950653,GSM2236278,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236278,Cryopreserved PBMC,SRP078560
SRR3924170,RNA-Seq,50,313464950,PRJNA329186,SAMN05392624,143201708,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950661,GSM2236286,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236286,Cryopreserved PBMC,SRP078560
SRR3924128,RNA-Seq,50,270214500,PRJNA329186,SAMN05392614,126926058,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950651,GSM2236276,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236276,Cryopreserved PBMC,SRP078560
SRR3924136,RNA-Seq,50,302784750,PRJNA329186,SAMN05392616,140187188,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950653,GSM2236278,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236278,Cryopreserved PBMC,SRP078560
SRR3924146,RNA-Seq,50,273245300,PRJNA329186,SAMN05392618,126092606,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950655,GSM2236280,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236280,Cryopreserved PBMC,SRP078560
SRR3924177,RNA-Seq,50,364798150,PRJNA329186,SAMN05392626,165134511,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950663,GSM2236288,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236288,Cryopreserved PBMC,SRP078560
SRR3924193,RNA-Seq,50,305330100,PRJNA329186,SAMN05392630,139593918,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950667,GSM2236292,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236292,Cryopreserved PBMC,SRP078560
SRR3924195,RNA-Seq,50,308837100,PRJNA329186,SAMN05392630,141769762,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950667,GSM2236292,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236292,Cryopreserved PBMC,SRP078560
SRR3924217,RNA-Seq,50,257198150,PRJNA329186,SAMN05392636,118048775,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950673,GSM2236298,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236298,Cryopreserved PBMC,SRP078560
SRR3924242,RNA-Seq,50,262317250,PRJNA329186,SAMN05392600,119899977,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950679,GSM2236304,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236304,Cryopreserved PBMC,SRP078560
SRR3924272,RNA-Seq,50,277009800,PRJNA329186,SAMN05392610,126948570,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950687,GSM2236312,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236312,Cryopreserved PBMC,SRP078560
SRR3924218,RNA-Seq,50,256192700,PRJNA329186,SAMN05392636,117988766,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950673,GSM2236298,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236298,Cryopreserved PBMC,SRP078560
SRR3924235,RNA-Seq,50,274939100,PRJNA329186,SAMN05392606,126190503,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950677,GSM2236302,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236302,Cryopreserved PBMC,SRP078560
SRR3924168,RNA-Seq,50,310183400,PRJNA329186,SAMN05392624,142214400,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950661,GSM2236286,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236286,Cryopreserved PBMC,SRP078560
SRR3924178,RNA-Seq,50,363263550,PRJNA329186,SAMN05392626,165014493,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950663,GSM2236288,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236288,Cryopreserved PBMC,SRP078560
SRR3924225,RNA-Seq,50,263080350,PRJNA329186,SAMN05392638,121022600,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950675,GSM2236300,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236300,Cryopreserved PBMC,SRP078560
SRR3924187,RNA-Seq,50,365360050,PRJNA329186,SAMN05392628,167788474,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950665,GSM2236290,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236290,Cryopreserved PBMC,SRP078560
SRR3924250,RNA-Seq,50,478901150,PRJNA329186,SAMN05392602,218403457,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950681,GSM2236306,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236306,Cryopreserved PBMC,SRP078560
SRR3924138,RNA-Seq,50,300869250,PRJNA329186,SAMN05392616,139466257,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950653,GSM2236278,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236278,Cryopreserved PBMC,SRP078560
SRR3924153,RNA-Seq,50,347002650,PRJNA329186,SAMN05392620,158298639,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950657,GSM2236282,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236282,Cryopreserved PBMC,SRP078560
SRR3924224,RNA-Seq,50,265574200,PRJNA329186,SAMN05392638,122541401,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950675,GSM2236300,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236300,Cryopreserved PBMC,SRP078560
SRR3924194,RNA-Seq,50,305545150,PRJNA329186,SAMN05392630,139928405,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950667,GSM2236292,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236292,Cryopreserved PBMC,SRP078560
SRR3924241,RNA-Seq,50,263187000,PRJNA329186,SAMN05392600,119963347,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Healthy,SRX1950679,GSM2236304,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236304,Cryopreserved PBMC,SRP078560
SRR3924249,RNA-Seq,50,479846650,PRJNA329186,SAMN05392602,218370914,Memory CD3+CD4+ T cells,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Latent tuberculosis infection,SRX1950681,GSM2236306,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-06-12T00:00:00Z,GSM2236306,Cryopreserved PBMC,SRP078560
