,Run,antibody_used,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_Line,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,treatment,geo_id,chip_antibody,differentiation_time_point,msc_donor,donor_id,passage,Biomaterial_provider,disease_state,tissue,Antibody,Condition,replicate,antibody,controls,selected,is_sample,peak_width,has_disease
70,SRR10344768,,ChIP-Seq,50,987760850,PRJNA579487,SAMN13112383,393083136,,human aortic endothelial cell,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX7054921,GSM4139497,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139497,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor23,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
71,SRR10344769,,ChIP-Seq,50,1026934050,PRJNA579487,SAMN13112382,398504770,,human aortic endothelial cell,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7054922,GSM4139498,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139498,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor24,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
72,SRR10344770,,ChIP-Seq,50,652141600,PRJNA579487,SAMN13112381,244689279,,human aortic endothelial cell,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7054923,GSM4139499,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139499,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor24,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
73,SRR10344771,,ChIP-Seq,50,569011800,PRJNA579487,SAMN13112380,209340815,,human aortic endothelial cell,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX7054924,GSM4139500,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139500,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor25,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
74,SRR10344772,,ChIP-Seq,50,702164600,PRJNA579487,SAMN13112379,263426471,,human aortic endothelial cell,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX7054925,GSM4139501,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139501,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor25,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
75,SRR10344773,,ChIP-Seq,50,477957200,PRJNA579487,SAMN13112378,192523668,,human aortic endothelial cell,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7054926,GSM4139502,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139502,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor26,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
76,SRR10344774,,ChIP-Seq,50,1288345300,PRJNA579487,SAMN13112377,487781455,,human aortic endothelial cell,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7054927,GSM4139503,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139503,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor27,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
77,SRR10344775,,ChIP-Seq,50,1041249050,PRJNA579487,SAMN13112376,414086472,,human aortic endothelial cell,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7054928,GSM4139504,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139504,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor28,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
78,SRR10344776,,ChIP-Seq,50,958955250,PRJNA579487,SAMN13112375,366715461,,human aortic endothelial cell,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7054977,GSM4139505,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139505,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor29,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
79,SRR10344777,,ChIP-Seq,50,940731100,PRJNA579487,SAMN13112374,340860092,,human aortic endothelial cell,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7054978,GSM4139506,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139506,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor30,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
80,SRR10344778,,ChIP-Seq,50,328787700,PRJNA579487,SAMN13112373,124142614,,human aortic endothelial cell,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX7054979,GSM4139507,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139507,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor31,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
81,SRR10344779,,ChIP-Seq,50,519798200,PRJNA579487,SAMN13112372,200950365,,human aortic endothelial cell,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7054980,GSM4139508,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139508,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor31,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
82,SRR10344780,,ChIP-Seq,50,685447700,PRJNA579487,SAMN13112371,254366880,,human aortic endothelial cell,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX7054981,GSM4139509,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139509,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor32,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
83,SRR10344781,,ChIP-Seq,50,895504800,PRJNA579487,SAMN13112370,374629560,,human aortic endothelial cell,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX7054982,GSM4139510,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139510,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor33,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
84,SRR10344782,,ChIP-Seq,50,1484524950,PRJNA579487,SAMN13112369,554156472,,human aortic endothelial cell,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX7054983,GSM4139511,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139511,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor36,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
85,SRR10344783,,ChIP-Seq,50,738522450,PRJNA579487,SAMN13112368,277760247,,human aortic endothelial cell,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX7054984,GSM4139512,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139512,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor37,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
86,SRR10344784,,ChIP-Seq,50,1164333350,PRJNA579487,SAMN13112366,439183305,,human aortic endothelial cell,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX7054985,GSM4139513,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139513,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor38,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
87,SRR10344785,,ChIP-Seq,50,2185899300,PRJNA579487,SAMN13112405,852471857,,human aortic endothelial cell,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX7054986,GSM4139514,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139514,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor39,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
88,SRR10344786,,ChIP-Seq,50,1145693350,PRJNA579487,SAMN13112403,452082426,,human aortic endothelial cell,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7054987,GSM4139515,Illumina HiSeq 4000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2020-06-02T00:00:00Z,GSM4139515,human aortic endothelial cell_untreated_h327ac,SRP226959,untreated,GSE139377,Active Motif #39135,,,donor40,6 to 10,,,,,,,input,"['SRR10344750', 'SRR10344751', 'SRR10344752', 'SRR10344753', 'SRR10344754', 'SRR10344755', 'SRR10344756', 'SRR10344757', 'SRR10344758', 'SRR10344759', 'SRR10344760', 'SRR10344761', 'SRR10344762', 'SRR10344763', 'SRR10344764', 'SRR10344765', 'SRR10344766', 'SRR10344767', 'SRR10344768', 'SRR10344769', 'SRR10344770', 'SRR10344771', 'SRR10344772', 'SRR10344773', 'SRR10344774', 'SRR10344775', 'SRR10344776', 'SRR10344777', 'SRR10344778', 'SRR10344779', 'SRR10344780', 'SRR10344781', 'SRR10344782', 'SRR10344783', 'SRR10344784', 'SRR10344785', 'SRR10344786', 'SRR10344787', 'SRR10344788', 'SRR10344789', 'SRR10344790', 'SRR10344791', 'SRR10344792', 'SRR10344793', 'SRR10344794', 'SRR10344795', 'SRR10344796', 'SRR10344797']",1,False,,
